"GEO_ID","NAME","B02008_001E","B02008_001M"
"8600000US00915","ZCTA5 00915","10736","851"
"8600000US00917","ZCTA5 00917","13841","945"
"8600000US00918","ZCTA5 00918","14210","1239"
"8600000US00920","ZCTA5 00920","11656","888"
"8600000US00921","ZCTA5 00921","22891","1614"
"8600000US00923","ZCTA5 00923","17714","1166"
"8600000US00924","ZCTA5 00924","33881","1877"
"8600000US00925","ZCTA5 00925","4133","650"
"8600000US00926","ZCTA5 00926","79912","2582"
"8600000US00927","ZCTA5 00927","11546","1015"
"8600000US00934","ZCTA5 00934","19","30"
"8600000US00936","ZCTA5 00936","760","489"
"8600000US00949","ZCTA5 00949","57453","1494"
"8600000US00950","ZCTA5 00950","0","14"
"8600000US00951","ZCTA5 00951","0","14"
"8600000US00952","ZCTA5 00952","6057","813"
"8600000US00953","ZCTA5 00953","61370","1434"
"8600000US00956","ZCTA5 00956","53834","2017"
"8600000US00957","ZCTA5 00957","34874","1569"
"8600000US00959","ZCTA5 00959","40772","2042"
"8600000US00960","ZCTA5 00960","1587","260"
"8600000US00961","ZCTA5 00961","26748","1315"
"8600000US00962","ZCTA5 00962","14119","664"
"8600000US00965","ZCTA5 00965","4961","612"
"8600000US00966","ZCTA5 00966","13517","1150"
"8600000US00968","ZCTA5 00968","3123","435"
"8600000US00969","ZCTA5 00969","37167","1834"
"8600000US00971","ZCTA5 00971","20999","1652"
"8600000US00976","ZCTA5 00976","48603","1557"
"8600000US00979","ZCTA5 00979","11787","887"
"8600000US00982","ZCTA5 00982","8917","816"
"8600000US00983","ZCTA5 00983","19769","1386"
"8600000US00985","ZCTA5 00985","18133","1267"
"8600000US00987","ZCTA5 00987","36412","1925"
"8600000US01001","ZCTA5 01001","16612","800"
"8600000US01002","ZCTA5 01002","24124","828"
"8600000US01003","ZCTA5 01003","8660","431"
"8600000US01005","ZCTA5 01005","4810","309"
"8600000US01007","ZCTA5 01007","14348","248"
"8600000US01008","ZCTA5 01008","1193","179"
"8600000US01009","ZCTA5 01009","249","215"
"8600000US01010","ZCTA5 01010","3587","167"
"8600000US01011","ZCTA5 01011","1435","189"
"8600000US01012","ZCTA5 01012","555","116"
"8600000US01013","ZCTA5 01013","19525","1004"
"8600000US01020","ZCTA5 01020","27490","1128"
"8600000US01022","ZCTA5 01022","1961","355"
"8600000US01026","ZCTA5 01026","932","138"
"8600000US01027","ZCTA5 01027","16976","402"
"8600000US01028","ZCTA5 01028","14617","570"
"8600000US01029","ZCTA5 01029","635","167"
"8600000US01030","ZCTA5 01030","10742","728"
"8600000US01031","ZCTA5 01031","1184","182"
"8600000US01032","ZCTA5 01032","533","134"
"8600000US01033","ZCTA5 01033","6239","96"
"8600000US01034","ZCTA5 01034","2162","202"
"8600000US01035","ZCTA5 01035","4772","263"
"8600000US01036","ZCTA5 01036","5080","103"
"8600000US01037","ZCTA5 01037","764","179"
"8600000US01038","ZCTA5 01038","2777","136"
"8600000US01039","ZCTA5 01039","1007","138"
"8600000US01040","ZCTA5 01040","35790","652"
"8600000US01050","ZCTA5 01050","2338","216"
"8600000US01053","ZCTA5 01053","1611","235"
"8600000US01054","ZCTA5 01054","1918","133"
"8600000US01056","ZCTA5 01056","20114","383"
"8600000US01057","ZCTA5 01057","8542","177"
"8600000US01060","ZCTA5 01060","14327","590"
"8600000US01062","ZCTA5 01062","9663","574"
"8600000US01063","ZCTA5 01063","464","146"
"8600000US01066","ZCTA5 01066","9","15"
"8600000US01068","ZCTA5 01068","1817","96"
"8600000US01069","ZCTA5 01069","8195","460"
"8600000US01070","ZCTA5 01070","580","84"
"8600000US01071","ZCTA5 01071","1246","198"
"8600000US01072","ZCTA5 01072","1498","129"
"8600000US01073","ZCTA5 01073","6015","129"
"8600000US01074","ZCTA5 01074","548","308"
"8600000US01075","ZCTA5 01075","16472","275"
"8600000US01077","ZCTA5 01077","9590","108"
"8600000US01079","ZCTA5 01079","658","321"
"8600000US01080","ZCTA5 01080","2674","289"
"8600000US01081","ZCTA5 01081","1932","229"
"8600000US01082","ZCTA5 01082","10417","181"
"8600000US01083","ZCTA5 01083","2839","518"
"8600000US01084","ZCTA5 01084","154","36"
"8600000US01085","ZCTA5 01085","39124","590"
"8600000US01086","ZCTA5 01086","349","121"
"8600000US01088","ZCTA5 01088","416","116"
"8600000US01089","ZCTA5 01089","25215","927"
"8600000US01092","ZCTA5 01092","1424","464"
"8600000US01093","ZCTA5 01093","283","89"
"8600000US01094","ZCTA5 01094","282","98"
"8600000US01095","ZCTA5 01095","13862","295"
"8600000US01096","ZCTA5 01096","2668","290"
"8600000US01097","ZCTA5 01097","59","54"
"8600000US01098","ZCTA5 01098","1192","124"
"8600000US01103","ZCTA5 01103","1362","280"
"8600000US01104","ZCTA5 01104","16981","1219"
"8600000US01105","ZCTA5 01105","7205","918"
"8600000US01106","ZCTA5 01106","14755","295"
"8600000US01107","ZCTA5 01107","7364","887"
"8600000US01108","ZCTA5 01108","18395","1197"
"8600000US01109","ZCTA5 01109","16067","1049"
"8600000US01118","ZCTA5 01118","10940","673"
"8600000US01119","ZCTA5 01119","10231","775"
"8600000US01128","ZCTA5 01128","2068","321"
"8600000US01129","ZCTA5 01129","5337","429"
"8600000US01151","ZCTA5 01151","6246","672"
"8600000US01199","ZCTA5 01199","0","12"
"8600000US01201","ZCTA5 01201","40187","713"
"8600000US01220","ZCTA5 01220","8082","118"
"8600000US01222","ZCTA5 01222","798","228"
"8600000US01223","ZCTA5 01223","2286","168"
"8600000US01224","ZCTA5 01224","210","124"
"8600000US01225","ZCTA5 01225","3095","88"
"8600000US01226","ZCTA5 01226","6587","156"
"8600000US01229","ZCTA5 01229","70","37"
"8600000US01230","ZCTA5 01230","7804","508"
"8600000US01235","ZCTA5 01235","2620","194"
"8600000US01236","ZCTA5 01236","1065","278"
"8600000US01237","ZCTA5 01237","2497","285"
"8600000US01238","ZCTA5 01238","5384","437"
"8600000US01240","ZCTA5 01240","4240","259"
"8600000US01242","ZCTA5 01242","471","233"
"8600000US01243","ZCTA5 01243","255","68"
"8600000US01244","ZCTA5 01244","74","61"
"8600000US01245","ZCTA5 01245","791","105"
"8600000US01247","ZCTA5 01247","14872","273"
"8600000US01253","ZCTA5 01253","668","110"
"8600000US01254","ZCTA5 01254","975","98"
"8600000US01255","ZCTA5 01255","944","137"
"8600000US01256","ZCTA5 01256","658","66"
"8600000US01257","ZCTA5 01257","2003","272"
"8600000US01258","ZCTA5 01258","438","112"
"8600000US01259","ZCTA5 01259","522","96"
"8600000US01260","ZCTA5 01260","481","368"
"8600000US01262","ZCTA5 01262","937","211"
"8600000US01264","ZCTA5 01264","186","70"
"8600000US01266","ZCTA5 01266","1226","178"
"8600000US01267","ZCTA5 01267","6890","197"
"8600000US01270","ZCTA5 01270","759","94"
"8600000US01301","ZCTA5 01301","16641","253"
"8600000US01330","ZCTA5 01330","1346","146"
"8600000US01331","ZCTA5 01331","12811","432"
"8600000US01337","ZCTA5 01337","2480","163"
"8600000US01338","ZCTA5 01338","127","60"
"8600000US01339","ZCTA5 01339","1381","166"
"8600000US01340","ZCTA5 01340","1787","194"
"8600000US01341","ZCTA5 01341","1824","181"
"8600000US01342","ZCTA5 01342","1308","312"
"8600000US01343","ZCTA5 01343","45","17"
"8600000US01344","ZCTA5 01344","1405","120"
"8600000US01346","ZCTA5 01346","423","81"
"8600000US01347","ZCTA5 01347","175","123"
"8600000US01349","ZCTA5 01349","1287","302"
"8600000US01350","ZCTA5 01350","91","32"
"8600000US01351","ZCTA5 01351","2056","260"
"8600000US01354","ZCTA5 01354","1505","236"
"8600000US01355","ZCTA5 01355","917","106"
"8600000US01360","ZCTA5 01360","2882","135"
"8600000US01364","ZCTA5 01364","7667","66"
"8600000US01366","ZCTA5 01366","1243","132"
"8600000US01367","ZCTA5 01367","584","142"
"8600000US01368","ZCTA5 01368","1159","166"
"8600000US01370","ZCTA5 01370","3874","217"
"8600000US01373","ZCTA5 01373","4566","372"
"8600000US01375","ZCTA5 01375","2918","227"
"8600000US01376","ZCTA5 01376","4655","281"
"8600000US01378","ZCTA5 01378","762","95"
"8600000US01379","ZCTA5 01379","795","106"
"8600000US01420","ZCTA5 01420","34211","975"
"8600000US01430","ZCTA5 01430","6153","83"
"8600000US01431","ZCTA5 01431","3165","39"
"8600000US01432","ZCTA5 01432","7141","351"
"8600000US01434","ZCTA5 01434","1298","332"
"8600000US01436","ZCTA5 01436","3315","467"
"8600000US01438","ZCTA5 01438","709","491"
"8600000US01440","ZCTA5 01440","19176","288"
"8600000US01450","ZCTA5 01450","10718","287"
"8600000US01451","ZCTA5 01451","4313","346"
"8600000US01452","ZCTA5 01452","4433","243"
"8600000US01453","ZCTA5 01453","35407","911"
"8600000US01460","ZCTA5 01460","9242","227"
"8600000US01462","ZCTA5 01462","10721","223"
"8600000US01463","ZCTA5 01463","11580","206"
"8600000US01464","ZCTA5 01464","6075","438"
"8600000US01467","ZCTA5 01467","354","172"
"8600000US01468","ZCTA5 01468","3869","535"
"8600000US01469","ZCTA5 01469","7344","360"
"8600000US01473","ZCTA5 01473","7604","66"
"8600000US01474","ZCTA5 01474","1811","282"
"8600000US01475","ZCTA5 01475","10472","190"
"8600000US01501","ZCTA5 01501","15832","205"
"8600000US01503","ZCTA5 01503","3074","64"
"8600000US01504","ZCTA5 01504","8945","138"
"8600000US01505","ZCTA5 01505","4420","82"
"8600000US01506","ZCTA5 01506","3302","86"
"8600000US01507","ZCTA5 01507","13171","190"
"8600000US01510","ZCTA5 01510","12809","380"
"8600000US01515","ZCTA5 01515","2123","174"
"8600000US01516","ZCTA5 01516","8641","131"
"8600000US01518","ZCTA5 01518","3744","516"
"8600000US01519","ZCTA5 01519","5690","501"
"8600000US01520","ZCTA5 01520","15035","497"
"8600000US01521","ZCTA5 01521","2494","234"
"8600000US01522","ZCTA5 01522","3079","450"
"8600000US01523","ZCTA5 01523","7177","258"
"8600000US01524","ZCTA5 01524","6685","408"
"8600000US01525","ZCTA5 01525","345","219"
"8600000US01527","ZCTA5 01527","12752","429"
"8600000US01529","ZCTA5 01529","3220","28"
"8600000US01531","ZCTA5 01531","1292","129"
"8600000US01532","ZCTA5 01532","13217","423"
"8600000US01534","ZCTA5 01534","6174","653"
"8600000US01535","ZCTA5 01535","4709","56"
"8600000US01536","ZCTA5 01536","6896","510"
"8600000US01537","ZCTA5 01537","2246","477"
"8600000US01540","ZCTA5 01540","10870","559"
"8600000US01541","ZCTA5 01541","3386","55"
"8600000US01542","ZCTA5 01542","2256","439"
"8600000US01543","ZCTA5 01543","8447","108"
"8600000US01545","ZCTA5 01545","28020","911"
"8600000US01550","ZCTA5 01550","14233","552"
"8600000US01560","ZCTA5 01560","3508","325"
"8600000US01561","ZCTA5 01561","201","241"
"8600000US01562","ZCTA5 01562","11365","471"
"8600000US01564","ZCTA5 01564","7932","102"
"8600000US01566","ZCTA5 01566","5347","486"
"8600000US01568","ZCTA5 01568","6967","651"
"8600000US01569","ZCTA5 01569","13251","434"
"8600000US01570","ZCTA5 01570","15308","573"
"8600000US01571","ZCTA5 01571","10940","314"
"8600000US01581","ZCTA5 01581","13604","509"
"8600000US01583","ZCTA5 01583","6999","279"
"8600000US01585","ZCTA5 01585","4455","363"
"8600000US01588","ZCTA5 01588","9100","725"
"8600000US01590","ZCTA5 01590","8885","278"
"8600000US01602","ZCTA5 01602","19790","962"
"8600000US01603","ZCTA5 01603","13578","1171"
"8600000US01604","ZCTA5 01604","26264","1356"
"8600000US01605","ZCTA5 01605","19867","1379"
"8600000US01606","ZCTA5 01606","16000","726"
"8600000US01607","ZCTA5 01607","5832","697"
"8600000US01608","ZCTA5 01608","1852","433"
"8600000US01609","ZCTA5 01609","16805","1024"
"8600000US01610","ZCTA5 01610","14999","1007"
"8600000US01611","ZCTA5 01611","2026","325"
"8600000US01612","ZCTA5 01612","4421","241"
"8600000US01701","ZCTA5 01701","27413","933"
"8600000US01702","ZCTA5 01702","26191","1215"
"8600000US01718","ZCTA5 01718","598","253"
"8600000US01719","ZCTA5 01719","4399","237"
"8600000US01720","ZCTA5 01720","16418","574"
"8600000US01721","ZCTA5 01721","14925","429"
"8600000US01730","ZCTA5 01730","11402","464"
"8600000US01731","ZCTA5 01731","1711","200"
"8600000US01740","ZCTA5 01740","4978","130"
"8600000US01741","ZCTA5 01741","4531","137"
"8600000US01742","ZCTA5 01742","16599","549"
"8600000US01745","ZCTA5 01745","545","228"
"8600000US01746","ZCTA5 01746","13607","315"
"8600000US01747","ZCTA5 01747","5850","75"
"8600000US01748","ZCTA5 01748","15070","333"
"8600000US01749","ZCTA5 01749","18966","348"
"8600000US01752","ZCTA5 01752","33090","1121"
"8600000US01754","ZCTA5 01754","9815","339"
"8600000US01756","ZCTA5 01756","5867","143"
"8600000US01757","ZCTA5 01757","24449","1148"
"8600000US01760","ZCTA5 01760","29735","558"
"8600000US01770","ZCTA5 01770","4050","85"
"8600000US01772","ZCTA5 01772","7955","381"
"8600000US01773","ZCTA5 01773","4289","264"
"8600000US01775","ZCTA5 01775","6652","192"
"8600000US01776","ZCTA5 01776","16577","346"
"8600000US01778","ZCTA5 01778","12192","273"
"8600000US01801","ZCTA5 01801","32871","1145"
"8600000US01803","ZCTA5 01803","20942","705"
"8600000US01810","ZCTA5 01810","29180","722"
"8600000US01821","ZCTA5 01821","28901","847"
"8600000US01824","ZCTA5 01824","23095","577"
"8600000US01826","ZCTA5 01826","28179","691"
"8600000US01827","ZCTA5 01827","3190","103"
"8600000US01830","ZCTA5 01830","22591","897"
"8600000US01832","ZCTA5 01832","20174","1058"
"8600000US01833","ZCTA5 01833","8335","176"
"8600000US01834","ZCTA5 01834","6628","96"
"8600000US01835","ZCTA5 01835","11738","464"
"8600000US01840","ZCTA5 01840","2578","400"
"8600000US01841","ZCTA5 01841","26737","1623"
"8600000US01843","ZCTA5 01843","13903","1424"
"8600000US01844","ZCTA5 01844","40046","1218"
"8600000US01845","ZCTA5 01845","27338","560"
"8600000US01850","ZCTA5 01850","11250","1268"
"8600000US01851","ZCTA5 01851","14491","960"
"8600000US01852","ZCTA5 01852","25364","1143"
"8600000US01854","ZCTA5 01854","18895","963"
"8600000US01860","ZCTA5 01860","6679","107"
"8600000US01862","ZCTA5 01862","8615","672"
"8600000US01863","ZCTA5 01863","7950","427"
"8600000US01864","ZCTA5 01864","14526","298"
"8600000US01867","ZCTA5 01867","23540","251"
"8600000US01876","ZCTA5 01876","28934","569"
"8600000US01879","ZCTA5 01879","11200","377"
"8600000US01880","ZCTA5 01880","25165","579"
"8600000US01886","ZCTA5 01886","19376","416"
"8600000US01887","ZCTA5 01887","21486","635"
"8600000US01890","ZCTA5 01890","19412","325"
"8600000US01901","ZCTA5 01901","963","301"
"8600000US01902","ZCTA5 01902","22168","1518"
"8600000US01904","ZCTA5 01904","14193","1051"
"8600000US01905","ZCTA5 01905","12622","860"
"8600000US01906","ZCTA5 01906","25521","713"
"8600000US01907","ZCTA5 01907","14619","181"
"8600000US01908","ZCTA5 01908","3377","77"
"8600000US01913","ZCTA5 01913","16962","190"
"8600000US01915","ZCTA5 01915","39754","393"
"8600000US01921","ZCTA5 01921","8059","137"
"8600000US01922","ZCTA5 01922","3091","472"
"8600000US01923","ZCTA5 01923","26230","447"
"8600000US01929","ZCTA5 01929","3703","22"
"8600000US01930","ZCTA5 01930","28810","412"
"8600000US01937","ZCTA5 01937","174","34"
"8600000US01938","ZCTA5 01938","13444","192"
"8600000US01940","ZCTA5 01940","12482","446"
"8600000US01944","ZCTA5 01944","5338","40"
"8600000US01945","ZCTA5 01945","19755","301"
"8600000US01949","ZCTA5 01949","9321","168"
"8600000US01950","ZCTA5 01950","16844","577"
"8600000US01951","ZCTA5 01951","3663","462"
"8600000US01952","ZCTA5 01952","8935","157"
"8600000US01960","ZCTA5 01960","48621","634"
"8600000US01966","ZCTA5 01966","7073","154"
"8600000US01969","ZCTA5 01969","6134","132"
"8600000US01970","ZCTA5 01970","34943","1059"
"8600000US01982","ZCTA5 01982","7536","244"
"8600000US01983","ZCTA5 01983","6366","118"
"8600000US01984","ZCTA5 01984","4863","101"
"8600000US01985","ZCTA5 01985","4535","50"
"8600000US02019","ZCTA5 02019","16244","376"
"8600000US02021","ZCTA5 02021","19226","557"
"8600000US02025","ZCTA5 02025","8308","113"
"8600000US02026","ZCTA5 02026","21761","622"
"8600000US02030","ZCTA5 02030","5310","176"
"8600000US02032","ZCTA5 02032","3932","514"
"8600000US02035","ZCTA5 02035","16193","436"
"8600000US02038","ZCTA5 02038","30685","443"
"8600000US02043","ZCTA5 02043","22691","239"
"8600000US02045","ZCTA5 02045","10208","105"
"8600000US02047","ZCTA5 02047","92","72"
"8600000US02048","ZCTA5 02048","21606","533"
"8600000US02050","ZCTA5 02050","25305","594"
"8600000US02052","ZCTA5 02052","12021","414"
"8600000US02053","ZCTA5 02053","12411","317"
"8600000US02054","ZCTA5 02054","7716","307"
"8600000US02056","ZCTA5 02056","9992","381"
"8600000US02061","ZCTA5 02061","10733","106"
"8600000US02062","ZCTA5 02062","24553","662"
"8600000US02066","ZCTA5 02066","17556","498"
"8600000US02067","ZCTA5 02067","14504","457"
"8600000US02071","ZCTA5 02071","941","258"
"8600000US02072","ZCTA5 02072","21824","737"
"8600000US02081","ZCTA5 02081","17949","805"
"8600000US02090","ZCTA5 02090","14260","389"
"8600000US02093","ZCTA5 02093","11329","232"
"8600000US02108","ZCTA5 02108","3601","504"
"8600000US02109","ZCTA5 02109","3297","459"
"8600000US02110","ZCTA5 02110","2007","414"
"8600000US02111","ZCTA5 02111","3246","500"
"8600000US02113","ZCTA5 02113","7179","408"
"8600000US02114","ZCTA5 02114","11080","849"
"8600000US02115","ZCTA5 02115","19670","1084"
"8600000US02116","ZCTA5 02116","17995","870"
"8600000US02118","ZCTA5 02118","15978","860"
"8600000US02119","ZCTA5 02119","5616","760"
"8600000US02120","ZCTA5 02120","6960","849"
"8600000US02121","ZCTA5 02121","4566","883"
"8600000US02122","ZCTA5 02122","9240","855"
"8600000US02124","ZCTA5 02124","14537","1248"
"8600000US02125","ZCTA5 02125","13362","813"
"8600000US02126","ZCTA5 02126","2771","572"
"8600000US02127","ZCTA5 02127","30932","1004"
"8600000US02128","ZCTA5 02128","40618","1439"
"8600000US02129","ZCTA5 02129","15821","765"
"8600000US02130","ZCTA5 02130","28072","996"
"8600000US02131","ZCTA5 02131","20543","1098"
"8600000US02132","ZCTA5 02132","23732","1037"
"8600000US02134","ZCTA5 02134","12058","943"
"8600000US02135","ZCTA5 02135","33074","1092"
"8600000US02136","ZCTA5 02136","13772","1173"
"8600000US02138","ZCTA5 02138","29937","1125"
"8600000US02139","ZCTA5 02139","26289","960"
"8600000US02140","ZCTA5 02140","13251","777"
"8600000US02141","ZCTA5 02141","10044","585"
"8600000US02142","ZCTA5 02142","2144","339"
"8600000US02143","ZCTA5 02143","21159","897"
"8600000US02144","ZCTA5 02144","22296","865"
"8600000US02145","ZCTA5 02145","19041","946"
"8600000US02148","ZCTA5 02148","34357","1872"
"8600000US02149","ZCTA5 02149","29068","1203"
"8600000US02150","ZCTA5 02150","32419","973"
"8600000US02151","ZCTA5 02151","45426","1208"
"8600000US02152","ZCTA5 02152","17725","318"
"8600000US02155","ZCTA5 02155","46389","1119"
"8600000US02163","ZCTA5 02163","1647","277"
"8600000US02169","ZCTA5 02169","37584","1126"
"8600000US02170","ZCTA5 02170","10263","708"
"8600000US02171","ZCTA5 02171","10342","652"
"8600000US02176","ZCTA5 02176","25540","611"
"8600000US02180","ZCTA5 02180","20543","512"
"8600000US02184","ZCTA5 02184","31149","618"
"8600000US02186","ZCTA5 02186","21127","474"
"8600000US02188","ZCTA5 02188","12408","714"
"8600000US02189","ZCTA5 02189","13958","878"
"8600000US02190","ZCTA5 02190","15463","746"
"8600000US02191","ZCTA5 02191","7683","483"
"8600000US02199","ZCTA5 02199","809","243"
"8600000US02203","ZCTA5 02203","25","28"
"8600000US02210","ZCTA5 02210","2726","364"
"8600000US02215","ZCTA5 02215","18020","867"
"8600000US02301","ZCTA5 02301","23507","1328"
"8600000US02302","ZCTA5 02302","16478","827"
"8600000US02322","ZCTA5 02322","3368","365"
"8600000US02324","ZCTA5 02324","23672","736"
"8600000US02330","ZCTA5 02330","11253","166"
"8600000US02332","ZCTA5 02332","15352","185"
"8600000US02333","ZCTA5 02333","13420","703"
"8600000US02338","ZCTA5 02338","7555","207"
"8600000US02339","ZCTA5 02339","14064","202"
"8600000US02341","ZCTA5 02341","10341","185"
"8600000US02343","ZCTA5 02343","8857","647"
"8600000US02346","ZCTA5 02346","23412","436"
"8600000US02347","ZCTA5 02347","11138","119"
"8600000US02351","ZCTA5 02351","15236","377"
"8600000US02356","ZCTA5 02356","12136","617"
"8600000US02357","ZCTA5 02357","994","286"
"8600000US02359","ZCTA5 02359","17873","186"
"8600000US02360","ZCTA5 02360","56242","661"
"8600000US02364","ZCTA5 02364","13109","279"
"8600000US02366","ZCTA5 02366","132","42"
"8600000US02367","ZCTA5 02367","2883","63"
"8600000US02368","ZCTA5 02368","13727","910"
"8600000US02370","ZCTA5 02370","17094","335"
"8600000US02375","ZCTA5 02375","9149","572"
"8600000US02379","ZCTA5 02379","6863","217"
"8600000US02382","ZCTA5 02382","14593","153"
"8600000US02420","ZCTA5 02420","9791","522"
"8600000US02421","ZCTA5 02421","13092","555"
"8600000US02445","ZCTA5 02445","16490","826"
"8600000US02446","ZCTA5 02446","23417","929"
"8600000US02451","ZCTA5 02451","14214","829"
"8600000US02452","ZCTA5 02452","11424","753"
"8600000US02453","ZCTA5 02453","21706","1069"
"8600000US02457","ZCTA5 02457","1125","189"
"8600000US02458","ZCTA5 02458","9830","558"
"8600000US02459","ZCTA5 02459","15397","671"
"8600000US02460","ZCTA5 02460","8206","633"
"8600000US02461","ZCTA5 02461","5662","437"
"8600000US02462","ZCTA5 02462","1153","222"
"8600000US02464","ZCTA5 02464","2145","305"
"8600000US02465","ZCTA5 02465","9904","540"
"8600000US02466","ZCTA5 02466","7057","514"
"8600000US02467","ZCTA5 02467","16785","1082"
"8600000US02468","ZCTA5 02468","5062","364"
"8600000US02472","ZCTA5 02472","30185","771"
"8600000US02474","ZCTA5 02474","23633","935"
"8600000US02476","ZCTA5 02476","14421","672"
"8600000US02478","ZCTA5 02478","21273","423"
"8600000US02481","ZCTA5 02481","14070","440"
"8600000US02482","ZCTA5 02482","9282","370"
"8600000US02492","ZCTA5 02492","18291","460"
"8600000US02493","ZCTA5 02493","10054","501"
"8600000US02494","ZCTA5 02494","8584","459"
"8600000US02532","ZCTA5 02532","12399","782"
"8600000US02534","ZCTA5 02534","677","346"
"8600000US02535","ZCTA5 02535","1291","269"
"8600000US02536","ZCTA5 02536","17603","680"
"8600000US02537","ZCTA5 02537","6411","676"
"8600000US02538","ZCTA5 02538","2857","506"
"8600000US02539","ZCTA5 02539","4090","195"
"8600000US02540","ZCTA5 02540","7819","800"
